Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_6_251,VPWR,li1,121.2100,29.9200,1.799983
FILLER_6_234,VPWR,li1,113.8500,29.9200,1.799983
FILLER_6_197,VPWR,li1,96.8300,29.9200,1.799983
FILLER_6_190,VPWR,li1,93.1500,29.9200,1.799984
FILLER_6_186,VPWR,li1,92.0000,29.9200,1.799984
FILLER_6_171,VPWR,li1,84.4100,29.9200,1.799984
FILLER_6_167,VPWR,li1,83.2600,29.9200,1.799984
FILLER_6_153,VPWR,li1,77.2800,29.9200,1.799985
FILLER_6_141,VPWR,li1,73.1400,29.9200,1.799985
FILLER_6_138,VPWR,li1,69.4600,29.9200,1.799985
FILLER_6_115,VPWR,li1,58.6500,29.9200,1.799986
FILLER_6_107,VPWR,li1,56.5800,29.9200,1.799987
FILLER_6_98,VPWR,li1,50.8300,29.9200,1.799987
FILLER_6_85,VPWR,li1,46.0000,29.9200,1.799988
FILLER_6_82,VPWR,li1,43.7000,29.9200,1.799988
FILLER_6_74,VPWR,li1,41.4000,29.9200,1.799988
FILLER_6_63,VPWR,li1,36.3400,29.9200,1.799989
FILLER_6_52,VPWR,li1,30.3600,29.9200,1.799991
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799995
FILLER_6_15,VPWR,li1,15.1800,29.9200,1.799995
FILLER_6_3,VPWR,li1,9.6600,29.9200,1.799995
FILLER_5_373,VPWR,li1,178.0200,24.4800,1.799997
FILLER_5_361,VPWR,li1,174.3400,24.4800,1.799997
FILLER_5_349,VPWR,li1,168.8200,24.4800,1.799996
FILLER_5_337,VPWR,li1,163.3000,24.4800,1.799994
FILLER_5_328,VPWR,li1,158.2400,24.4800,1.799993
FILLER_5_316,VPWR,li1,153.6400,24.4800,1.799991
FILLER_5_305,VPWR,li1,146.7400,24.4800,1.799990
FILLER_5_293,VPWR,li1,143.0600,24.4800,1.799989
FILLER_5_271,VPWR,li1,131.5600,24.4800,1.799987
FILLER_5_223,VPWR,li1,108.3300,24.4800,1.799985
FILLER_5_219,VPWR,li1,106.4900,24.4800,1.799985
FILLER_5_203,VPWR,li1,99.1300,24.4800,1.799984
FILLER_5_146,VPWR,li1,73.1400,24.4800,1.799985
FILLER_5_138,VPWR,li1,70.8400,24.4800,1.799985
FILLER_5_126,VPWR,li1,66.2400,24.4800,1.799986
FILLER_5_116,VPWR,li1,59.8000,24.4800,1.799987
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.799988
FILLER_5_100,VPWR,li1,52.4400,24.4800,1.799989
FILLER_5_91,VPWR,li1,47.6100,24.4800,1.799990
FILLER_5_85,VPWR,li1,46.0000,24.4800,1.799990
FILLER_5_69,VPWR,li1,37.4900,24.4800,1.799992
FILLER_5_57,VPWR,li1,34.5000,24.4800,1.799993
FILLER_5_54,VPWR,li1,30.8200,24.4800,1.799994
FILLER_5_39,VPWR,li1,23.9200,24.4800,1.799996
FILLER_5_27,VPWR,li1,20.7000,24.4800,1.799997
FILLER_5_15,VPWR,li1,15.1800,24.4800,1.799997
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.799997
FILLER_4_365,VPWR,li1,176.1800,24.4800,1.799997
FILLER_4_362,VPWR,li1,172.5000,24.4800,1.799997
FILLER_4_354,VPWR,li1,170.2000,24.4800,1.799996
FILLER_4_342,VPWR,li1,165.6000,24.4800,1.799995
FILLER_4_330,VPWR,li1,160.0800,24.4800,1.799993
FILLER_4_303,VPWR,li1,145.3600,24.4800,1.799990
FILLER_4_277,VPWR,li1,133.1700,24.4800,1.799987
FILLER_4_265,VPWR,li1,130.1800,24.4800,1.799987
FILLER_4_253,VPWR,li1,124.6600,24.4800,1.799986
FILLER_4_251,VPWR,li1,121.2100,24.4800,1.799986
FILLER_4_243,VPWR,li1,119.1400,24.4800,1.799986
FILLER_4_235,VPWR,li1,114.0800,24.4800,1.799985
FILLER_4_224,VPWR,li1,109.2500,24.4800,1.799985
FILLER_4_220,VPWR,li1,106.9500,24.4800,1.799985
FILLER_4_216,VPWR,li1,105.8000,24.4800,1.799985
FILLER_4_205,VPWR,li1,100.7400,24.4800,1.799985
FILLER_4_195,VPWR,li1,95.4500,24.4800,1.799984
FILLER_4_186,VPWR,li1,91.3100,24.4800,1.799984
FILLER_4_178,VPWR,li1,89.2400,24.4800,1.799984
FILLER_4_161,VPWR,li1,80.0400,24.4800,1.799984
FILLER_4_117,VPWR,li1,60.0300,24.4800,1.799987
FILLER_4_105,VPWR,li1,56.5800,24.4800,1.799988
FILLER_4_82,VPWR,li1,43.7000,24.4800,1.799991
FILLER_4_74,VPWR,li1,41.4000,24.4800,1.799992
FILLER_4_62,VPWR,li1,36.8000,24.4800,1.799992
FILLER_4_29,VPWR,li1,19.7800,24.4800,1.799997
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799997
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.799997
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.799997
FILLER_3_373,VPWR,li1,178.0200,19.0400,1.799999
FILLER_3_361,VPWR,li1,174.3400,19.0400,1.799999
FILLER_3_349,VPWR,li1,168.8200,19.0400,1.799998
FILLER_3_337,VPWR,li1,163.3000,19.0400,1.799998
FILLER_3_333,VPWR,li1,159.3900,19.0400,1.799998
FILLER_3_325,VPWR,li1,156.8600,19.0400,1.799997
FILLER_3_314,VPWR,li1,150.6500,19.0400,1.799997
FILLER_3_302,VPWR,li1,147.2000,19.0400,1.799996
FILLER_3_288,VPWR,li1,139.8400,19.0400,1.799996
FILLER_3_279,VPWR,li1,134.0900,19.0400,1.799995
FILLER_3_269,VPWR,li1,129.7200,19.0400,1.799995
FILLER_3_261,VPWR,li1,127.4200,19.0400,1.799995
FILLER_3_249,VPWR,li1,122.8200,19.0400,1.799995
FILLER_3_237,VPWR,li1,117.3000,19.0400,1.799994
FILLER_3_225,VPWR,li1,111.7800,19.0400,1.799994
FILLER_3_223,VPWR,li1,108.3300,19.0400,1.799994
FILLER_3_217,VPWR,li1,106.7200,19.0400,1.799994
FILLER_3_205,VPWR,li1,102.5800,19.0400,1.799994
FILLER_3_195,VPWR,li1,95.9100,19.0400,1.799994
FILLER_3_187,VPWR,li1,93.3800,19.0400,1.799994
FILLER_3_175,VPWR,li1,88.7800,19.0400,1.799995
FILLER_3_165,VPWR,li1,82.1100,19.0400,1.799995
FILLER_3_159,VPWR,li1,79.1200,19.0400,1.799995
FILLER_3_147,VPWR,li1,75.9000,19.0400,1.799995
FILLER_3_137,VPWR,li1,69.0000,19.0400,1.799995
FILLER_3_125,VPWR,li1,65.7800,19.0400,1.799995
FILLER_3_113,VPWR,li1,60.2600,19.0400,1.799995
FILLER_3_100,VPWR,li1,54.2800,19.0400,1.799995
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799997
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.799997
FILLER_3_39,VPWR,li1,26.2200,19.0400,1.799998
FILLER_3_27,VPWR,li1,20.7000,19.0400,1.799999
FILLER_3_15,VPWR,li1,15.1800,19.0400,1.799999
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799999
FILLER_2_365,VPWR,li1,176.1800,19.0400,1.799999
FILLER_2_363,VPWR,li1,172.7300,19.0400,1.799999
FILLER_2_357,VPWR,li1,171.1200,19.0400,1.799999
FILLER_2_345,VPWR,li1,166.9800,19.0400,1.799998
FILLER_2_333,VPWR,li1,161.4600,19.0400,1.799998
FILLER_2_321,VPWR,li1,155.9400,19.0400,1.799997
FILLER_2_309,VPWR,li1,150.4200,19.0400,1.799997
FILLER_2_307,VPWR,li1,146.9700,19.0400,1.799996
FILLER_2_299,VPWR,li1,144.9000,19.0400,1.799996
FILLER_2_287,VPWR,li1,140.3000,19.0400,1.799996
FILLER_2_265,VPWR,li1,127.8800,19.0400,1.799995
FILLER_2_253,VPWR,li1,124.6600,19.0400,1.799995
FILLER_2_251,VPWR,li1,121.2100,19.0400,1.799995
FILLER_2_243,VPWR,li1,119.1400,19.0400,1.799995
FILLER_2_231,VPWR,li1,114.5400,19.0400,1.799994
FILLER_2_209,VPWR,li1,102.1200,19.0400,1.799994
FILLER_2_197,VPWR,li1,98.9000,19.0400,1.799994
FILLER_2_190,VPWR,li1,94.3000,19.0400,1.799994
FILLER_2_178,VPWR,li1,90.1600,19.0400,1.799995
FILLER_2_149,VPWR,li1,74.7500,19.0400,1.799995
FILLER_2_141,VPWR,li1,72.2200,19.0400,1.799995
FILLER_2_139,VPWR,li1,69.6900,19.0400,1.799995
FILLER_2_133,VPWR,li1,68.0800,19.0400,1.799995
FILLER_2_121,VPWR,li1,63.9400,19.0400,1.799995
FILLER_2_109,VPWR,li1,58.4200,19.0400,1.799995
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.799995
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.799995
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799996
FILLER_2_77,VPWR,li1,42.3200,19.0400,1.799996
FILLER_2_65,VPWR,li1,38.1800,19.0400,1.799996
FILLER_2_53,VPWR,li1,32.6600,19.0400,1.799997
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.799998
FILLER_2_29,VPWR,li1,21.6200,19.0400,1.799999
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799999
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.799999
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799999
FILLER_1_373,VPWR,li1,178.0200,13.6000,1.800000
FILLER_1_361,VPWR,li1,174.3400,13.6000,1.800000
FILLER_1_349,VPWR,li1,168.8200,13.6000,1.800000
FILLER_1_337,VPWR,li1,163.3000,13.6000,1.800000
FILLER_1_335,VPWR,li1,159.8500,13.6000,1.800000
FILLER_1_329,VPWR,li1,158.2400,13.6000,1.800000
FILLER_1_317,VPWR,li1,154.1000,13.6000,1.800000
FILLER_1_305,VPWR,li1,148.5800,13.6000,1.800000
FILLER_1_293,VPWR,li1,143.0600,13.6000,1.800000
FILLER_1_281,VPWR,li1,137.5400,13.6000,1.800000
FILLER_1_279,VPWR,li1,134.0900,13.6000,1.800000
FILLER_1_273,VPWR,li1,132.4800,13.6000,1.800000
FILLER_1_261,VPWR,li1,128.3400,13.6000,1.800000
FILLER_1_249,VPWR,li1,122.8200,13.6000,1.800000
FILLER_1_237,VPWR,li1,117.3000,13.6000,1.800000
FILLER_1_225,VPWR,li1,111.7800,13.6000,1.800000
FILLER_1_223,VPWR,li1,108.3300,13.6000,1.800000
FILLER_1_217,VPWR,li1,106.7200,13.6000,1.800000
FILLER_1_205,VPWR,li1,102.5800,13.6000,1.800000
FILLER_1_193,VPWR,li1,97.0600,13.6000,1.800000
FILLER_1_181,VPWR,li1,91.5400,13.6000,1.800000
FILLER_1_169,VPWR,li1,86.0200,13.6000,1.800000
FILLER_1_166,VPWR,li1,82.3400,13.6000,1.800000
FILLER_1_131,VPWR,li1,66.0100,13.6000,1.800000
FILLER_1_125,VPWR,li1,64.4000,13.6000,1.800000
FILLER_1_113,VPWR,li1,60.2600,13.6000,1.800000
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.800000
FILLER_1_105,VPWR,li1,55.2000,13.6000,1.800000
FILLER_1_93,VPWR,li1,51.0600,13.6000,1.800000
FILLER_1_81,VPWR,li1,45.5400,13.6000,1.800000
FILLER_1_69,VPWR,li1,40.0200,13.6000,1.800000
FILLER_1_57,VPWR,li1,34.5000,13.6000,1.800000
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.800000
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.800000
FILLER_1_39,VPWR,li1,26.2200,13.6000,1.800000
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.800000
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.800000
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.800000
FILLER_0_365,VPWR,li1,176.1800,13.6000,1.800000
FILLER_0_361,VPWR,li1,172.2700,13.6000,1.800000
FILLER_0_349,VPWR,li1,168.8200,13.6000,1.800000
FILLER_0_337,VPWR,li1,163.3000,13.6000,1.800000
FILLER_0_333,VPWR,li1,159.3900,13.6000,1.800000
FILLER_0_321,VPWR,li1,155.9400,13.6000,1.800000
FILLER_0_309,VPWR,li1,150.4200,13.6000,1.800000
FILLER_0_305,VPWR,li1,146.5100,13.6000,1.800000
FILLER_0_293,VPWR,li1,143.0600,13.6000,1.800000
FILLER_0_281,VPWR,li1,137.5400,13.6000,1.800000
FILLER_0_277,VPWR,li1,133.6300,13.6000,1.800000
FILLER_0_265,VPWR,li1,130.1800,13.6000,1.800000
FILLER_0_253,VPWR,li1,124.6600,13.6000,1.800000
FILLER_0_249,VPWR,li1,120.7500,13.6000,1.800000
FILLER_0_237,VPWR,li1,117.3000,13.6000,1.800000
FILLER_0_225,VPWR,li1,111.7800,13.6000,1.800000
FILLER_0_221,VPWR,li1,107.8700,13.6000,1.800000
FILLER_0_209,VPWR,li1,104.4200,13.6000,1.800000
FILLER_0_197,VPWR,li1,98.9000,13.6000,1.800000
FILLER_0_193,VPWR,li1,94.9900,13.6000,1.800000
FILLER_0_181,VPWR,li1,91.5400,13.6000,1.800000
FILLER_0_169,VPWR,li1,86.0200,13.6000,1.800000
FILLER_0_164,VPWR,li1,81.8800,13.6000,1.800000
FILLER_0_155,VPWR,li1,77.2800,13.6000,1.800000
FILLER_0_147,VPWR,li1,74.9800,13.6000,1.800000
FILLER_0_141,VPWR,li1,70.8400,13.6000,1.800000
FILLER_0_137,VPWR,li1,69.2300,13.6000,1.800000
FILLER_0_125,VPWR,li1,65.7800,13.6000,1.800000
FILLER_0_113,VPWR,li1,60.2600,13.6000,1.800000
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.800000
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.800000
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.800000
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.800000
FILLER_0_69,VPWR,li1,40.0200,13.6000,1.800000
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.800000
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.800000
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.800000
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.800000
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.800000
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.800000
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.800000
hold213,VPWR,li1,145.3600,46.2400,1.799993
hold212,VPWR,li1,156.4000,57.1200,1.799992
hold211,VPWR,li1,19.7800,122.4000,1.799990
hold210,VPWR,li1,82.3400,24.4800,1.799984
hold209,VPWR,li1,106.2600,57.1200,1.799986
hold208,VPWR,li1,49.6800,24.4800,1.799989
hold207,VPWR,li1,49.6800,116.9600,1.799982
hold206,VPWR,li1,20.7000,116.9600,1.799992
hold205,VPWR,li1,26.2200,176.8000,1.799992
hold204,VPWR,li1,42.7800,35.3600,1.799988
hold203,VPWR,li1,25.3000,155.0400,1.799995
hold202,VPWR,li1,46.9200,111.5200,1.799995
hold201,VPWR,li1,72.2200,100.6400,1.799975
hold200,VPWR,li1,123.7400,29.9200,1.799983
hold199,VPWR,li1,102.5800,46.2400,1.799989
hold198,VPWR,li1,123.7400,35.3600,1.799979
hold197,VPWR,li1,97.9800,24.4800,1.799984
hold196,VPWR,li1,40.9400,84.3200,1.799970
hold195,VPWR,li1,101.6600,35.3600,1.799974
hold194,VPWR,li1,24.8400,84.3200,1.799986
hold193,VPWR,li1,146.2800,57.1200,1.799990
hold192,VPWR,li1,108.5600,29.9200,1.799983
hold191,VPWR,li1,59.3400,89.7600,1.799978
hold190,VPWR,li1,137.5400,46.2400,1.799992
hold189,VPWR,li1,40.0200,149.6000,1.799984
hold188,VPWR,li1,76.3600,29.9200,1.799985
hold187,VPWR,li1,99.3600,46.2400,1.799989
hold186,VPWR,li1,162.3800,29.9200,1.799990
hold185,VPWR,li1,17.0200,165.9200,1.799995
hold184,VPWR,li1,159.1600,40.8000,1.799981
hold183,VPWR,li1,132.0200,19.0400,1.799995
hold182,VPWR,li1,138.0000,40.8000,1.799966
hold181,VPWR,li1,143.9800,40.8000,1.799970
hold180,VPWR,li1,152.7200,57.1200,1.799991
hold179,VPWR,li1,132.0200,35.3600,1.799981
hold178,VPWR,li1,138.0000,46.2400,1.799992
hold177,VPWR,li1,86.4800,29.9200,1.799984
hold176,VPWR,li1,149.5000,46.2400,1.799993
hold175,VPWR,li1,157.7800,51.6800,1.799991
hold174,VPWR,li1,118.6800,51.6800,1.799989
hold173,VPWR,li1,74.9800,51.6800,1.799991
hold172,VPWR,li1,60.7200,116.9600,1.799978
hold171,VPWR,li1,49.6800,149.6000,1.799979
hold170,VPWR,li1,61.1800,111.5200,1.799994
hold169,VPWR,li1,79.1200,40.8000,1.799965
hold168,VPWR,li1,66.2400,68.0000,1.799989
hold167,VPWR,li1,17.4800,84.3200,1.799988
hold166,VPWR,li1,33.5800,171.3600,1.799980
hold165,VPWR,li1,72.2200,62.5600,1.799994
hold164,VPWR,li1,43.2400,138.7200,1.799986
hold163,VPWR,li1,54.7400,182.2400,1.799993
hold162,VPWR,li1,20.7000,149.6000,1.799994
hold161,VPWR,li1,67.1600,73.4400,1.799962
hold160,VPWR,li1,56.1200,171.3600,1.799967
hold159,VPWR,li1,25.7600,149.6000,1.799991
hold158,VPWR,li1,20.7000,144.1600,1.799989
hold157,VPWR,li1,59.8000,160.4800,1.799979
hold156,VPWR,li1,60.7200,176.8000,1.799976
hold155,VPWR,li1,20.7000,133.2800,1.799994
hold154,VPWR,li1,52.9000,138.7200,1.799983
hold153,VPWR,li1,118.6800,73.4400,1.799955
hold152,VPWR,li1,55.2000,149.6000,1.799976
hold151,VPWR,li1,127.4200,62.5600,1.799995
hold150,VPWR,li1,28.5200,138.7200,1.799991
hold149,VPWR,li1,20.7000,138.7200,1.799995
hold148,VPWR,li1,46.4600,182.2400,1.799994
hold147,VPWR,li1,169.7400,133.2800,1.799994
hold146,VPWR,li1,67.1600,144.1600,1.799972
hold145,VPWR,li1,80.9600,144.1600,1.799972
hold144,VPWR,li1,124.6600,62.5600,1.799995
hold143,VPWR,li1,55.6600,133.2800,1.799979
hold142,VPWR,li1,123.7400,62.5600,1.799995
hold141,VPWR,li1,116.8400,68.0000,1.799986
hold140,VPWR,li1,136.6200,89.7600,1.799985
hold139,VPWR,li1,63.4800,182.2400,1.799993
hold138,VPWR,li1,115.4600,62.5600,1.799994
hold137,VPWR,li1,117.7600,57.1200,1.799986
hold136,VPWR,li1,64.8600,171.3600,1.799964
hold135,VPWR,li1,147.6600,133.2800,1.799986
hold134,VPWR,li1,104.8800,111.5200,1.799991
hold133,VPWR,li1,59.3400,144.1600,1.799973
hold132,VPWR,li1,166.9800,127.8400,1.799986
hold131,VPWR,li1,86.9400,176.8000,1.799969
hold130,VPWR,li1,116.8400,95.2000,1.799973
hold129,VPWR,li1,123.7400,116.9600,1.799964
hold128,VPWR,li1,93.3800,144.1600,1.799973
hold127,VPWR,li1,137.0800,149.6000,1.799967
hold126,VPWR,li1,117.7600,182.2400,1.799992
hold125,VPWR,li1,147.6600,149.6000,1.799974
hold124,VPWR,li1,131.1000,122.4000,1.799967
hold123,VPWR,li1,131.5600,155.0400,1.799987
hold122,VPWR,li1,92.9200,182.2400,1.799991
hold121,VPWR,li1,164.6800,155.0400,1.799994
hold120,VPWR,li1,99.3600,144.1600,1.799974
hold119,VPWR,li1,68.0800,160.4800,1.799977
hold118,VPWR,li1,120.9800,73.4400,1.799958
hold117,VPWR,li1,102.1200,182.2400,1.799991
hold116,VPWR,li1,92.4600,84.3200,1.799962
hold115,VPWR,li1,136.6200,176.8000,1.799977
hold114,VPWR,li1,134.7800,171.3600,1.799981
hold113,VPWR,li1,127.8800,84.3200,1.799967
hold112,VPWR,li1,105.3400,133.2800,1.799976
hold111,VPWR,li1,131.1000,144.1600,1.799982
hold110,VPWR,li1,60.2600,144.1600,1.799973
hold109,VPWR,li1,153.1800,19.0400,1.799997
hold108,VPWR,li1,119.1400,144.1600,1.799978
hold107,VPWR,li1,103.0400,155.0400,1.799985
hold106,VPWR,li1,165.6000,122.4000,1.799987
hold105,VPWR,li1,129.2600,149.6000,1.799963
hold104,VPWR,li1,80.9600,133.2800,1.799975
hold103,VPWR,li1,84.1800,171.3600,1.799968
hold102,VPWR,li1,65.3200,155.0400,1.799987
hold101,VPWR,li1,132.4800,84.3200,1.799969
hold100,VPWR,li1,140.7600,127.8400,1.799967
hold99,VPWR,li1,127.8800,176.8000,1.799974
hold98,VPWR,li1,145.3600,111.5200,1.799993
hold97,VPWR,li1,115.9200,155.0400,1.799986
hold96,VPWR,li1,140.7600,111.5200,1.799992
hold95,VPWR,li1,164.6800,149.6000,1.799986
hold94,VPWR,li1,72.2200,182.2400,1.799992
hold93,VPWR,li1,149.5000,160.4800,1.799988
hold92,VPWR,li1,104.4200,84.3200,1.799964
hold91,VPWR,li1,122.3600,84.3200,1.799966
hold90,VPWR,li1,85.1000,155.0400,1.799985
hold89,VPWR,li1,72.2200,138.7200,1.799978
hold88,VPWR,li1,115.0000,138.7200,1.799976
hold87,VPWR,li1,111.3200,111.5200,1.799991
hold86,VPWR,li1,164.6800,106.0800,1.799989
hold85,VPWR,li1,158.2400,138.7200,1.799983
hold84,VPWR,li1,85.1000,176.8000,1.799969
hold83,VPWR,li1,157.7800,46.2400,1.799995
hold82,VPWR,li1,128.3400,160.4800,1.799981
hold81,VPWR,li1,156.8600,171.3600,1.799989
hold80,VPWR,li1,135.7000,133.2800,1.799982
hold79,VPWR,li1,168.8200,116.9600,1.799988
hold78,VPWR,li1,158.2400,155.0400,1.799992
hold77,VPWR,li1,166.5200,138.7200,1.799988
hold76,VPWR,li1,102.1200,144.1600,1.799975
hold75,VPWR,li1,136.6200,138.7200,1.799978
hold74,VPWR,li1,140.7600,160.4800,1.799984
hold73,VPWR,li1,143.0600,176.8000,1.799980
hold72,VPWR,li1,157.7800,127.8400,1.799979
hold71,VPWR,li1,97.9800,176.8000,1.799968
hold70,VPWR,li1,119.1400,149.6000,1.799958
hold69,VPWR,li1,164.6800,111.5200,1.799996
hold68,VPWR,li1,91.0800,171.3600,1.799969
hold67,VPWR,li1,77.2800,171.3600,1.799967
hold66,VPWR,li1,118.6800,127.8400,1.799955
hold65,VPWR,li1,154.5600,106.0800,1.799985
hold64,VPWR,li1,127.8800,182.2400,1.799993
hold63,VPWR,li1,143.5200,155.0400,1.799989
hold62,VPWR,li1,125.5800,100.6400,1.799978
hold61,VPWR,li1,105.3400,106.0800,1.799981
hold60,VPWR,li1,155.0200,122.4000,1.799980
hold59,VPWR,li1,145.3600,144.1600,1.799986
hold58,VPWR,li1,129.2600,100.6400,1.799979
hold57,VPWR,li1,93.3800,155.0400,1.799985
hold56,VPWR,li1,110.8600,122.4000,1.799963
hold55,VPWR,li1,162.3800,89.7600,1.799993
hold54,VPWR,li1,92.9200,160.4800,1.799974
hold53,VPWR,li1,135.2400,122.4000,1.799968
hold52,VPWR,li1,149.5000,116.9600,1.799977
hold51,VPWR,li1,84.1800,149.6000,1.799964
hold50,VPWR,li1,76.8200,149.6000,1.799967
hold49,VPWR,li1,93.8400,84.3200,1.799963
hold48,VPWR,li1,143.5200,95.2000,1.799980
hold47,VPWR,li1,146.7400,171.3600,1.799985
hold46,VPWR,li1,86.0200,138.7200,1.799976
hold45,VPWR,li1,100.2800,100.6400,1.799972
hold44,VPWR,li1,93.8400,165.9200,1.799972
hold43,VPWR,li1,136.6200,78.8800,1.799956
hold42,VPWR,li1,155.0200,100.6400,1.799988
hold41,VPWR,li1,115.0000,111.5200,1.799991
hold40,VPWR,li1,106.7200,155.0400,1.799985
hold39,VPWR,li1,110.8600,182.2400,1.799992
hold38,VPWR,li1,134.3200,106.0800,1.799981
hold37,VPWR,li1,115.0000,89.7600,1.799979
hold36,VPWR,li1,132.0200,84.3200,1.799969
hold35,VPWR,li1,146.7400,122.4000,1.799975
hold34,VPWR,li1,155.9400,149.6000,1.799979
hold33,VPWR,li1,138.4600,100.6400,1.799982
hold32,VPWR,li1,93.8400,95.2000,1.799974
hold31,VPWR,li1,157.3200,89.7600,1.799991
hold30,VPWR,li1,149.5000,89.7600,1.799989
hold29,VPWR,li1,105.3400,95.2000,1.799972
hold28,VPWR,li1,143.0600,149.6000,1.799971
hold27,VPWR,li1,119.1400,165.9200,1.799971
hold26,VPWR,li1,156.8600,165.9200,1.799983
hold25,VPWR,li1,97.9800,84.3200,1.799963
hold24,VPWR,li1,109.4800,78.8800,1.799951
hold23,VPWR,li1,115.9200,100.6400,1.799976
hold22,VPWR,li1,126.9600,133.2800,1.799980
hold21,VPWR,li1,138.9200,122.4000,1.799971
hold20,VPWR,li1,114.0800,84.3200,1.799965
hold19,VPWR,li1,116.8400,138.7200,1.799976
hold18,VPWR,li1,101.2000,171.3600,1.799972
hold17,VPWR,li1,118.6800,176.8000,1.799971
hold16,VPWR,li1,109.0200,138.7200,1.799976
hold15,VPWR,li1,106.7200,116.9600,1.799965
hold14,VPWR,li1,153.6400,84.3200,1.799978
hold13,VPWR,li1,127.8800,111.5200,1.799992
hold12,VPWR,li1,147.2000,78.8800,1.799962
hold11,VPWR,li1,110.8600,160.4800,1.799977
hold10,VPWR,li1,155.0200,89.7600,1.799990
hold9,VPWR,li1,80.0400,138.7200,1.799977
hold8,VPWR,li1,123.7400,95.2000,1.799974
hold7,VPWR,li1,110.8600,171.3600,1.799974
hold6,VPWR,li1,161.0000,78.8800,1.799973
hold5,VPWR,li1,152.7200,73.4400,1.799978
hold4,VPWR,li1,144.4400,100.6400,1.799983
hold3,VPWR,li1,71.3000,19.0400,1.799995
hold2,VPWR,li1,20.7000,73.4400,1.799992
hold1,VPWR,li1,78.6600,13.6000,1.800000
clkload27,VPWR,li1,128.5700,127.8400,1.799960
clkload26,VPWR,li1,149.5000,111.5200,1.799993
clkload25,VPWR,li1,139.6100,165.9200,1.799974
clkload24,VPWR,li1,110.4000,171.3600,1.799973
clkload23,VPWR,li1,114.5400,149.6000,1.799955
clkload22,VPWR,li1,106.2600,127.8400,1.799949
clkload21,VPWR,li1,109.9400,73.4400,1.799950
clkload20,VPWR,li1,100.9700,40.8000,1.799961
clkload19,VPWR,li1,127.4200,40.8000,1.799960
clkload18,VPWR,li1,145.5900,29.9200,1.799984
clkload17,VPWR,li1,144.6700,51.6800,1.799988
clkload16,VPWR,li1,164.4500,78.8800,1.799975
clkload15,VPWR,li1,139.8400,78.8800,1.799958
clkload14,VPWR,li1,65.5500,133.2800,1.799975
clkload13,VPWR,li1,63.4800,171.3600,1.799964
clkload12,VPWR,li1,21.3900,165.9200,1.799995
clkload11,VPWR,li1,35.4200,144.1600,1.799976
clkload10,VPWR,li1,10.8100,116.9600,1.799989
clkload9,VPWR,li1,45.7700,122.4000,1.799970
clkload8,VPWR,li1,20.4700,57.1200,1.799994
clkload7,VPWR,li1,32.8900,29.9200,1.799989
clkload6,VPWR,li1,69.0000,40.8000,1.799968
clkload5,VPWR,li1,84.8700,78.8800,1.799956
clkload4,VPWR,li1,47.6100,78.8800,1.799971
clkload3,VPWR,li1,13.5700,84.3200,1.799988
clkload2,VPWR,li1,118.9100,122.4000,1.799963
clkload1,VPWR,li1,56.8100,122.4000,1.799963
clkload0,VPWR,li1,54.0500,78.8800,1.799967
clkbuf_2_3__f_clk_10mhz,VPWR,li1,120.9800,116.9600,1.799963
clkbuf_2_2__f_clk_10mhz,VPWR,li1,122.3600,78.8800,1.799949
clkbuf_2_1__f_clk_10mhz,VPWR,li1,52.4400,122.4000,1.799964
clkbuf_2_0__f_clk_10mhz,VPWR,li1,56.1200,84.3200,1.799959
